000054;1, 2;Aarons Inc;2011;;;2011-09-26;2011-10-17, 2011-10-18, 2011-10-19;;1;;;1;STOLEN LAPTOPS, COMPUTERS & EQUIP, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/aarons-20111018.pdf;;;;;;;;1;;1;;;1;;;;;
000055;2;Aarons Inc;2014;;;2014-05-10;2014-05-15;2;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000056;2;AARP;2009;;;;2009-06-05;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
000057;2;AB Acquisition LLC;2014;2014-07-17;;;2014-08-15, 2014-08-29;;;;1;;;https://www.doj.nh.gov/consumer/security-breaches/documents/ab-acquisition-20140815.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/ab-acquisition-20140829.pdf;;;;;;1;;;;2;;;;;;;;
000058;2;AB Acquisition LLC;2014;2014-08-27;2014-09-21;;2014-09-29;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/ab-acquisition-20140929.pdf;;;;;;1;;;;1;;;;;;;;
000059;2;ABB Inc;2016;2016-02-05;;;2016-03-17, 2016-03-21;566;1;;;1;Electronic;;;;;1;;;;1;;;;;;;;;;
000060;2;ABB Inc;2017;2017-08-25;2017-08-25;;2017-09-11, 2017-09-18;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abb-20170911.pdf;;;;;;;;;1;1;;;;;;;;
000061;2;Abbott Laboratories;2015;2014-12-01;;;2015-04-17;;;;;;;https://www.oag.ca.gov/system/files/Abbott%20Notification%20Letter_0.pdf;1;;;;;;;;;;;;;;;;;
000062;2;Abbott Laboratories;2016;2016-06-22;;;2016-07-19;1;;;;;;;;;;1;;;;;;;;;;;;;;
000063;2;Abbott Laboratories;2019;2019-01-19;;;2019-02-05, 2019-02-06;Approximately 16,600, 16,600;1;0;;;;https://ago.vermont.gov/blog/2019/02/05/abbott-laboratories-notice-of-data-breach-to-consumers-2/, https://www.oag.ca.gov/system/files/Multistate%20Notice%20Draft_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/abbott-laboratories-20190205.pdf, https://ago.vermont.gov/blog/2019/02/05/abbott-laboratories-notice-of-data-breach-to-consumers/;1;;;1;;1;;;;1;;;;;;2;;
000064;2, 1;Abbott Medical Optics Inc;2010;;;2009-12-29;2010-02-01;;;;;;STOLEN LAPTOPS, COMPUTERS & EQUIP;https://www.doj.nh.gov/consumer/security-breaches/documents/abbott-medical-20100201.pdf;;;;;;;;;;1;;;1;;;;;
000065;2, 3;Abbott Nutrition;2017;2013-06-01;2016-12-31;2017-02-06;2017-02-23, 2017-02-24;1652, 120140;;;1;1;malware, HACKERS/ UNAUTHORIZED, Electronic;https://www.iowaattorneygeneral.gov/media/cms/Abbott_Nutrition_9EA21977867F6.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/abbott-nutition-20170223.pdf, https://www.oag.ca.gov/system/files/Multistate%20Consumer%20Notice%20Redacted_%28161063433%29_%282%29_0.PDF;1;;;1;1;1;1;1;1;1;;;1;1;;;1;
000066;2;ABC Bus Companies Inc;2018;2018-02-16;;;2018-03-02;741;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abc-bus-20180302.pdf;;;;1;;;;;;1;;;;;;;;
000067;2, 3;ABC Carpet and Home;2017;2017-01-02;2017-08-09;2017-08-09;2017-10-09, 2017-10-10;4277;;;1;;HACKERS/ UNAUTHORIZED;https://www.doj.nh.gov/consumer/security-breaches/documents/abc-carpet-home-20171009.pdf;;;;;;1;;;1;1;;;1;;;;;
000068;2;ABC Phones of North Carolina Inc;2018;;;;2018-04-13;;1;1;1;1;Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/abc-phones-20180413.pdf;;;;;;;;1;;1;;;;;;;;
000069;2;Abel HR;2019;2018-11-28;;;2019-04-25, 2019-04-26, 2019-04-29;2637;;;;;;https://www.oag.ca.gov/system/files/Abel%20HR%20-%20Notice%20of%20Data%20Event%20-%20Exhibit%201%20-%20CA_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/abel-hr-20190429.pdf;1;;;1;;;;;;1;;;;;;;;
000070;2;Abel Womack Inc;2016;;;;2016-03-09;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abel-womack-20160309.pdf;;;;;;;;;;1;;;;;;;;
000071;2, 3;Abeles & Hoffman PC;2018;2017-09-26;;;2018-02-13, 2018-02-26;237;1;;;;phishing;https://www.doj.nh.gov/consumer/security-breaches/documents/abeles-20180213.pdf;;;;1;;;1;;;1;;;;;;;;
000072;2;Abercrombie & Fitch;2015;2015-03-25;;;2015-04-15, 2015-04-17, 2015-04-22;;;;;1;unauthorized access, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/abercrombie-fitch-20150415.pdf;;;;1;;;1;1;;1;;;;;;;;
000073;1;Aberdeen Proving Ground Federal Credit Union;2018;;;;2018-01-26;;1;;;;human error in inadvertently including info in an email;;;;;;;;1;;;;;;;;;;;
000074;3, 2;Abernathy & Co;2016;;;2016-04-12;2016-05-25, 2016-05-31;690;1;;;;HACKERS/ UNAUTHORIZED, unauthorized access;;;;;;;;1;;;;;;1;;;;;
000075;2;Abilene Telco FCU;2011;;;;2011-10-10;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abilene-telco-fcu-20111010.pdf;;;;;;;;;;1;;;;;;;;
000076;2;Abington Bank;2011;;;;2011-01-28;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000077;2;Abington Bank;2011;;;;2011-05-23, 2011-05-24;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
000078;2;Abington Bank;2011;;;;2011-06-21;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000079;2;Abington Bank;2011;;;;2011-10-12;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000080;2;Abington Bank;2011;;;;2011-12-01;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000081;2;Abington Bank;2012;;;;2012-01-30;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000082;2;Abington Bank;2012;;;;2012-04-18, 2012-04-30, 2012-05-03;;;;1;;Electronic;;;;;;;;;5;;;;;;;;;;
000083;2;Abington Bank;2012;;;;2012-06-26, 2012-07-20, 2012-07-31, 2012-08-01;;;;1;;Electronic;;;;;;;;;4;;;;;;;;;;
000084;2;Abington Bank;2012;;;;2012-10-03;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000085;2;Abington Bank;2013;;;;2013-01-02;;;;1;;Undefined;;;;;;;;;2;;;;;;;;;;
000086;2;Abington Bank;2013;;;;2013-04-24;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
000087;2;Abington Bank;2013;;;;2013-08-06;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000088;2;Abington Bank;2014;;;;2014-02-26, 2014-03-12, 2014-03-20;;;;1;;Electronic;;;;;;;;;3;;;;;;;;;;
000089;2;Abington Bank;2014;;;;2014-04-23;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000090;2;Abington Bank;2014;;;;2014-08-03;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000091;2;Abington Bank;2014;;;;2014-09-18, 2014-09-24, 2014-10-02, 2014-10-17;;;;1;;Electronic;;;;;;;;;7;;;;;;;;;;
000092;2;Abington Bank;2014;;;;2014-12-30;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000093;2;Abington Bank;2015;;;;2015-03-03;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000094;2;Abington Bank;2015;;;;2015-04-24;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000095;2;Abington Bank;2015;;;;2015-07-31;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000096;2;Abington Bank;2016;;;;2016-03-14;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
000097;2;Abington Bank;2016;;;;2016-07-05;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
000098;2;Abington Bank;2017;;;;2017-02-06;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
000099;2;Abington Bank;2018;;;;2018-02-07;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
000100;1;ABM Industries Inc;2011;;;;2011-04-19;;;;;;Stolen Laptops, Computers & Equipment;http://cca.hawaii.gov/ocp/files/2015/12/OCP-2011-0599.pdf;;;1;;;;;;;;;;;;;;;
000101;2;ABM Industries Inc;2016;;;;2016-03-18, 2016-04-06;;1;;;1;Electronic, unauthorized access via ADP portal;;;;;;;;1;1;;;;;;;;;;
000102;3, 2;ABM Industries Inc;2016;2015-12-10;;2016-03-17;2016-06-20;121;;;;;HACKERS/ UNAUTHORIZED;;;;;1;;;;;;;;;1;;;;;
000103;2;ABM Industries Inc;2017;;;;2017-04-27;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000104;1;ABM Industries Inc;2017;;;2017-07-26;2017-09-13;367;;;;;LOST IN TRANSIT;;;;;;;;;;;;;;1;;;;;
000105;3, 2;ABM Industries Inc;2017;2017-07-07;;2017-08-01;2017-11-13, 2017-11-14;38750;1;1;;1;phishing, PHISHING, Electronic;https://ago.vermont.gov/blog/2017/11/14/abm-industries-inc-sbn-consumers/, https://www.doj.nh.gov/consumer/security-breaches/documents/abm-20171114.pdf, https://www.oag.ca.gov/system/files/ABM%20-%20Notice%20only%200_0.pdf;1;;;;;1;2;1;;1;;;1;1;;1;;
000106;2;ABM Industries Inc;2018;2017-08-01;2017-08-01;;2018-03-08, 2018-03-13;;1;1;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abm-20180308.pdf, https://ago.vermont.gov/blog/2018/03/08/abm-industries-incorporated-notice-of-data-breach-to-consumers/;;;;;;1;;;1;1;;;;;;1;1;
000107;2;ABM Industries Inc;2019;2018-01-08;;;2019-03-12, 2019-03-19;42,366;1;0;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/abm-industries-20190319.pdf;1;;;1;;1;;;;1;;;;;;;;
000108;2;ABM Mechanical Inc;2018;;;;2018-07-25;;1;1;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000109;2;ABM Parking Services Inc;2014;2014-02-07;;;2014-07-03;;;;;;;;;;;1;;;;;;;;;;;;;;
000110;2;ABM Parking Services Inc;2014;2014-09-29;2014-11-18;;2014-12-12, 2014-12-17;;;;1;1;Electronic;https://www.oag.ca.gov/system/files/FINAL%20Press%20Release%20and%20Website%20notice%20%28clean%29_0.pdf;1;;;1;;;;1;;;;;;;;;;
000111;3, 2;ABNB Federal Credit Union;2017;2017-01-12;;2017-01-12;2017-01-24;293;1;;;;PHISHING, phishing;;;;;1;;;1;;;;;;1;;;;;
000112;2;Abod & Caruso LLC;2018;;;;2018-05-25, 2018-05-31;;1;;;1;unauthorized access, Paper;;;;;;;;1;1;;;;;;;;;;
000113;2;Abound Wealth;2019;2018-12-23;;;2019-01-28;292;;;;;;;;;;1;;;;;;;;;;;;;;
000114;2;Abrams Little-Gill Loberfeld PC;2016;;;;2016-03-28;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
000115;2;ABRH LLC;2016;2016-03-18;;;2016-05-20;;;;;;;;;;;1;;;;;;;;;;;;;;
000116;2;Abundant Health;2019;;;;2019-02-26;32;0;0;;;;;;;;;;1;;;;;;;;;;;;
000117;2;AC Nielson Corporation;2014;;;2013-12-03;2014-01-31;1454;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000118;3, 2;Academy Mortgage Corporation;2018;;;2018-01-24;2018-03-09;268;;;;;HACKERS/ UNAUTHORIZED, phishing;https://ago.vermont.gov/blog/2018/03/09/academy-mortgage-corporation-notice-of-security-incident-to-consumers/;;;;;;;1;;;;;;1;;;1;;
000119;2;Academy Mortgage Corporation;2018;2018-05-21;;;2018-08-31;357;1;;;1;unauthorized access to employee email accounts, Electronic;;;;;1;;;1;1;;;;;;;;;;
000120;2, 3;Academy of Art University;2016;2016-03-04;2016-03-04;2016-04-05;2016-04-12, 2016-04-13, 2016-04-14;3372;1;;;1;PHISHING, phishing, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/academy-of-art-20160412.pdf, https://www.oag.ca.gov/system/files/Academy%20of%20Art%20Notice%20Letter%20%28002%29_0.pdf;1;;;;;1;1;1;1;1;;;1;;;;;
000121;2;Academy of Art University;2017;2017-11-08;2017-11-08;;2017-11-17, 2017-11-20;;1;;;1;Electronic;https://www.oag.ca.gov/system/files/TEMPLATE%20Notice%20to%20Employees%20%28All%20except%20Mass%20Oregon%29_0.pdf;1;;;;;;;1;1;;;;;;;;;
000122;2;Academy of Model Aeronaut;2017;2016-09-01;;;2017-04-17;;;;1;;;;;;;;;1;;;;;;;;;;;;
000123;3, 2;Academy of Nutrition & Dietetics;2016;2016-04-22;2016-04-24;;2016-07-22, 2016-07-28, 2016-08-02, 2016-08-04, 2016-08-05;665;;;1;;hacking/ ransomware, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/academy-nutrition-dietetics-20160802.pdf;;;;1;;1;2;1;1;1;;;;;;;;
000124;2;Acadiana Computer Systems;2018;2018-07-06;2018-07-06;;2018-08-17, 2018-09-05;;;;;;;;;;;;;;;;1;;;1;;;;;;
000125;2;Accenture;2017;;;;2017-10-12;;;;;;Data Breach;;;;;;;;;;;;1;;;;;;;
000126;1;Accenture;2017;;;;2017-11-28;;1;;;;improper data retention by former employee;;;;;;;;1;;;;;;;;;;;
000127;1, 2;Acceptance Insurance;2016;2016-03-22;;2016-03-25;2016-04-25;824;1;;;;info inadvertently included in email attachment, RELEASE/ DISPLAY OF INFO;;;;;1;;;1;;;;;;1;;;;;
000128;1;ACCESS;2012;;;2012-07-17;2012-08-28;31358;;;;;STOLEN LAPTOPS, COMPUTERS & EQUIP;;;;;;;;;;;;;;1;;;;;
000129;2;Access Family Services;2015;;;2015-04-10;2015-04-30;1;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000130;2;Access Group Education Lending;2018;2018-03-23;;;2018-04-18;;;;;;;https://www.oag.ca.gov/system/files/CA%20notification%20letter_0.pdf;1;;;;;;;;;;;;;;;;;
000131;2;Access Group Education Lending;2019;2018-03-23;;;2019-04-18;;1;1;;1;;;;;;;;;;;;;;;;;;;;1
000132;2;Access Group Inc;2016;;;;2016-11-23;;;;;;;;;;;1;;;;;;;;;;;;;;
000133;2;Access Inmate Package;2013;2019-02-13;;;2013-03-19;;;;1;;;;;;;;;1;;;;;;;;;;;;
000134;2;ACCION USA;2011;;;;2011-02-15;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
000135;2;Acclaim Technical Services Inc;2015;2015-08-26;;;2015-12-23, 2015-12-29;;1;1;;;Electronic;https://www.oag.ca.gov/system/files/ATS%20Sample%20Letter%201_0.pdf-- https://www.oag.ca.gov/system/files/ATS%20Sample%20Letter%202_0.pdf;1;;;;;;;1;;;;;;;;;;
000136;3;Accolade Inc;2017;;;2017-01-19;2017-01-23;937;;;;;PHISHING;;;;;;;;;;;;;;1;;;;;
000137;2;Account Control Technology Inc;2016;;;2016-01-22;2016-02-08;435;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000138;1, 2;Accredited Investors Inc;2015;;;2015-10-30;2015-12-14, 2015-12-17;104;1;;;1;STOLEN LAPTOPS, COMPUTERS & EQUIP, Electronic;;;;;;;;;1;;;;;1;;;;;
000139;3, 2;Accucom Corporation;2012;;;2012-01-03;2012-02-22;;;;;;HACKERS/ UNAUTHORIZED;https://www.doj.nh.gov/consumer/security-breaches/documents/accucom-20120222.pdf;;;;;;;;;;1;;;1;;;;;
000140;2;Accuform Manufacturing Inc;2015;2015-06-30;;;2015-10-26, 2015-11-03;;;;1;;Electronic;;;;;;;;;1;;;;;;1;;;;
000141;3, 2;Accuform Signs;2015;2015-06-30;;2015-09-21;2015-10-27, 2015-11-02;7740;;;;;HACKERS/ UNAUTHORIZED;https://www.oag.ca.gov/system/files/Accuform-SampleNotification%20-%20Standard_0.pdf;1;;;;;;;;;;;;1;;;;;
000142;1, 2;Accume Partners;2012;2012-10-31;;2012-10-31;2012-12-03, 2012-12-10;370;;;;;STOLEN LAPTOPS, COMPUTERS & EQUIP;https://www.oag.ca.gov/system/files/CA.FormNotce_0.PDF;1;;;;;;;;;;;;1;;;;;
000143;2;Accurate Background Inc;2014;;;;2014-03-24;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000144;2;Accutrex Products Inc;2013;;;2013-01-18;2013-02-22;167;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000145;2;ACE Cash Express Inc;2018;2018-10-27;;;2018-12-14;4360;;;;;;;;;;1;;;;;;;;;;;;;;
000146;2;ACE Surgical Supply Co Inc;2015;;;;2015-09-15, 2015-09-17;;;;1;;Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/ace-surgical-supply-20150915.pdf;;;;;;;;1;;1;;;;;;;;
000147;2;Acer Service Corporation;2016;2015-05-12;2016-04-28;2016-04-26;2016-06-01, 2016-06-03, 2016-06-06, 2016-06-09, 2016-06-14;;;;1;;info stored in unsecure manner, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/acer-service-20160603.pdf, https://www.oag.ca.gov/system/files/Customer%20Notice%20Letter%20-%20California_0.pdf;1;;;;;;1;1;1;1;;;;1;1;;;
000148;2;Acer.com;2016;2016-10-01;;;2016-11-29;;;;1;;;;;;;;;1;;;;;;;;;;;;
000149;2;Acifio Inc;2016;;;;2016-03-03;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000150;2;Acme Car Wash and Clearwater Express;2017;;;;2017-04-10;;;;;;;https://www.oag.ca.gov/system/files/Substitute%20Notice_0.pdf;1;;;;;;;;;;;;;;;;;
000151;2;Acosta Inc;2014;;;;2014-12-12;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/acosta-20141212.pdf;;;;;;;;;;1;;;;;;;;
000152;2;Acquis Consulting Group LLC;2018;;;;2018-12-20;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/acquis-consulting-20181220.pdf;;;;;;;;;;1;;;;;;;;
000153;2;Acrisure LLC;2019;;;;2019-06-06;;;;;;;https://www.oag.ca.gov/system/files/Filice%20Insurance%20-%20Egnyte%20-%20Consumer%20Notification%20Letter_0.pdf;1;;;;;;;;;;;;;;;;;
000154;2;Acronis Inc;2016;;;;2016-03-04, 2016-03-08;;1;;;1;Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/acronis-20160304.pdf;;;;;;;;1;;1;;;;;;;;
000155;2;ACRT Inc;2016;;;;2016-08-11;;1;1;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000156;1;ACSIA Partners LLC;2017;;;2017-03-02;2017-03-30, 2017-04-13;526;1;;;;password protected laptop lost, STOLEN LAPTOPS, COMPUTERS & EQUIP;;;;;;;;1;;;;;;1;;;;;
000157;2;Actagro LLC;2016;2016-06-10;;;2016-08-09;114;;;;;;;;;;1;;;;;;;;;;;;;;
